example_id,example_name,category,prompt,layer,readout,position,source_token,top1_token,rank
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,0,Fact, Fact,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,1,:,colon,61
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,2, The,e,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,3, long, long,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,4, flexible, flexible,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,5, body, Body,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,6, part, parts,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,7, that, â,1
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,8, the,i,2
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,9, largest, largest,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,10, land, land,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,11, animal, animal,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,12, uses, materials,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,13, to, TO,1
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,14, pick, pick,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,15, things, things,0
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,16, up, up,1
example_002,animal-nose-elephant,animal-nose,Fact: The long flexible body part that the largest land animal uses to pick things up is called a,0,jacobian_lens,17, is, being,0
