example_id,example_name,category,prompt,layer,readout,position,source_token,top1_token,rank
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,0,Fact, Fact,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,1,:,colon,61
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,2, The,e,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,3, b, hb,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,4,ony,ony,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,5, structure, structure,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,6, that, â,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,7, enc, enc,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,8,ases,s,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,9, the, east,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,10, organ, organ,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,11, responsible, responsible,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,12, for, instance,73
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,13, thinking, thinking,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,14, and,s,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,15, memory, memory,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,16, is, being,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,0,jacobian_lens,17, the, name,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,0,Fact, Fact,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,1,:,flu,29
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,2, The, Crown,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,3, b,ishing,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,4,ony,ony,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,5, structure, structure,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,6, that, â,2
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,7, enc, enc,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,8,ases, latter,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,9, the,i,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,10, organ, organ,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,11, responsible, responsible,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,12, for, hoá,51
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,13, thinking, things,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,14, and,s,9
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,15, memory, memory,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,16, is, being,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,1,jacobian_lens,17, the, series,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,0,Fact, Fact,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,1,:,黄花,10
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,2, The, Forest,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,3, b, hb,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,4,ony,bone,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,5, structure, structure,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,6, that, â,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,7, enc, enc,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,8,ases,e,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,9, the, the,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,10, organ, organ,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,11, responsible, responsible,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,12, for, many,27
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,13, thinking, thinking,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,14, and,s,2
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,15, memory, memory,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,16, is, being,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,2,jacobian_lens,17, the, Americans,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,0,Fact, Fact,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,1,:, NYT,24
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,2, The, Forest,1
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,3, b,ishing,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,4,ony, bones,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,5, structure, structures,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,6, that,ists,19
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,7, enc, enc,0
example_005,organ-location-brain,organ-location,Fact: The bony structure that encases the organ responsible for thinking and memory is the,3,jacobian_lens,8,ases, latter,0
