example_id,example_name,category,prompt,layer,readout,position,source_token,top1_token,rank
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,1,:,colon,61
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,2, The,e,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,5, in, place,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,6, the, Americans,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,7, country, Country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,8, where, where,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,9, the,e,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,12, ends, Ends,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,13, is, being,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,0,jacobian_lens,14, ,sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,1,:,flu,29
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,2, The, Crown,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,5, in, place,3
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,6, the, south,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,8, where, where,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,9, the, sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,12, ends, Ends,5
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,13, is, being,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,1,jacobian_lens,14, ,sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,1,:,黄花,10
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,2, The, Forest,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,5, in, place,3
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,6, the, place,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,8, where, where,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,9, the, people,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,12, ends, ending,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,13, is, being,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,2,jacobian_lens,14, , sea,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,1,:, NYT,24
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,2, The, Forest,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,5, in, place,6
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,6, the, families,11
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,8, where, where,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,9, the, people,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,12, ends, ending,9
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,13, is, being,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,3,jacobian_lens,14, , sea,4
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,1,:, NYT,17
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,2, The, Crown,3
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,5, in, Iraq,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,6, the, Iraq,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,8, where, where,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,9, the, people,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,12, ends, ends,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,13, is, being,3
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,4,jacobian_lens,14, , sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,1,:, Fact,9
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,2, The, Crown,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,5, in, Iraq,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,6, the, tribes,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,8, where, where,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,9, the, people,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,12, ends, ending,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,13, is, river,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,5,jacobian_lens,14, , sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,0,Fact, itself,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,1,:, Fact,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,2, The, Crown,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,5, in, town,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,8, where, where,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,9, the, people,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,12, ends, ending,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,13, is, islands,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,6,jacobian_lens,14, , sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,1,:, Fact,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,2, The, Crown,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,5, in, town,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,8, where, countries,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,9, the, people,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,12, ends,终点,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,13, is, cities,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,7,jacobian_lens,14, , sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,0,Fact,adro,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,1,:, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,2, The, Crown,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,5, in, town,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,8, where, Australia,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,9, the, Africans,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,12, ends,终点,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,13, is, cities,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,8,jacobian_lens,14, , sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,0,Fact, Property,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,1,:, Facts,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,2, The, Science,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,5, in, town,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,8, where, Australia,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,9, the, Americans,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,12, ends,终点,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,13, is, continent,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,9,jacobian_lens,14, , sea,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,0,Fact,eur,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,1,:, Facts,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,2, The, People,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,5, in, town,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,8, where, Australia,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,9, the, Americans,5
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,12, ends,终点,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,13, is, cities,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,10,jacobian_lens,14, , sea,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,0,Fact, Fact,1
